id,url,title,subtitle,image,claps,responses,reading_time,publication,date
1042,https://medium.com/swlh/4-common-writing-mistakes-to-avoid-if-you-dont-want-to-sound-like-an-amateur-d755b016ea22,4 common writing mistakes to avoid if you don’t want to sound like an amateur,,1042.jpg,216,4,7,The Startup,2019-10-14
1043,https://medium.com/swlh/top-performing-lead-magnets-for-boosting-lead-generation-2c043248e44a,Top Performing Lead Magnets For Boosting Lead Generation,,1043.gif,96,0,11,The Startup,2019-10-14
1044,https://medium.com/swlh/you-are-not-special-2a5ec9b5c3d1,These Three Words Ruined My Childhood,,1044.png,189,1,6,The Startup,2019-10-14
1045,https://medium.com/swlh/3-useful-phrases-to-avoid-feature-dumping-d5df9bb761b1,3 useful phrases to avoid ‘feature dumping’,,1045.jpeg,81,0,3,The Startup,2019-10-14
1046,https://medium.com/swlh/the-writers-notebook-why-keep-one-and-what-to-put-in-it-650abc6fd9cc,The Writer’s Notebook: Why Keep One and What To Put In It,,1046.jpeg,223,0,15,The Startup,2019-10-14
1047,https://medium.com/swlh/prices-without-markets-or-markets-without-prices-5d9809659fbb,Prices Without Markets or Markets Without Prices? Insights for the Climate Debate from Friedrich Hayek,,1047.png,121,1,10,The Startup,2019-10-14
1048,https://medium.com/swlh/how-to-avoid-killing-your-partner-when-you-both-work-from-home-6fb3506f996,How to Avoid Killing Your Partner When You Both Work From Home,,1048.jpg,383,2,6,The Startup,2019-10-14
1049,https://medium.com/swlh/what-fatherhood-has-taught-me-about-leadership-b8ecd1326f42,What fatherhood has taught me about leadership,,1049.jpeg,90,1,8,The Startup,2019-10-14
1050,https://medium.com/swlh/why-you-need-to-be-a-quitter-f1b71bd0fe37,Why You Need to Be a Quitter,Great things come from giving up,1050.jpeg,167,1,6,The Startup,2019-10-14
1051,https://medium.com/swlh/are-you-a-genius-or-just-very-talented-77643a06fce7,"Are you a genius, or just very talented?",And why all successful companies need both types of people.,1051.jpg,54,0,4,The Startup,2019-10-14
1052,https://medium.com/swlh/what-does-it-take-to-feel-successful-19b818d76790,"Why do some people feel successful, and others… don’t?",,1052.jpg,134,0,12,The Startup,2019-10-14
1053,https://medium.com/swlh/one-mcdonalds-cheese-burger-please-reasons-why-you-re-complicit-in-international-tax-avoidance-26fac2d99436,Reasons why you and your Mcdonald’s Burger are complicit in international tax avoidance,,1053.png,53,0,6,The Startup,2019-10-14
1054,https://medium.com/swlh/how-to-rest-well-3982ca4c033a,How to Rest Well,even when your life is uncomfortable,1054.jpeg,101,1,8,The Startup,2019-10-14
1055,https://medium.com/swlh/the-importance-of-self-discipline-107846202c82,The Importance of Self-Discipline,,1055.jpg,115,0,4,The Startup,2019-10-14
1056,https://medium.com/swlh/no-money-to-start-your-online-store-fe52c8ffae68,No Money to Start Your Online Store? Try These Four Options Now,,1056.jpeg,220,1,4,The Startup,2019-10-14
1057,https://medium.com/swlh/why-bullet-journals-dont-need-to-be-fancy-to-be-functional-92bc30e00574,Why Bullet Journals Don’t Need to Be Fancy to Be Functional,,1057.jpeg,57,0,4,The Startup,2019-10-14
1058,https://medium.com/swlh/why-stem-needs-the-liberal-arts-2fe0b588f838,Why STEM Needs the Liberal Arts,"There needs to be more to STEM than just science, technology…",1058.jpeg,122,2,8,The Startup,2019-10-14
1059,https://medium.com/swlh/when-a-friend-dumps-you-69f90bcb6b9b,When a Friend Dumps You,How I Used Loss to Create my Self-Portrait “Feeding the Dead”,1059.jpeg,173,0,7,The Startup,2019-10-14
1060,https://medium.com/swlh/the-day-you-stop-running-is-the-day-you-find-your-way-home-8a85b62c85e2,The Day You Stop Running Is The Day You Find Your Way Home,Then you can finally live life your way.,1060.jpeg,167,0,5,The Startup,2019-10-14
1061,https://medium.com/swlh/career-choices-29ec789f1a3d,Career Choices,Think about the big picture.,1061.jpg,109,0,6,The Startup,2019-10-14
1062,https://medium.com/swlh/the-art-of-productive-procrastination-7d22482f60e1,The Art of Productive Procrastination,,1062.jpeg,546,6,4,The Startup,2019-10-14
1063,https://medium.com/swlh/weekend-project-building-a-chrome-app-to-discover-cool-academic-papers-e5adeac1e994,How I used Mendeley data to discover trending academic papers,I have a continuous fear of not staying…,1063.jpeg,145,1,7,The Startup,2019-10-14
1064,https://medium.com/swlh/the-emotional-magic-of-not-setting-boundaries-e2df104a0a6a,The Emotional Magic of Relaxing Your Boundaries,,1064.jpeg,164,3,5,The Startup,2019-10-14
1065,https://medium.com/swlh/six-impossible-things-the-mysteries-of-the-subatomic-universe-by-john-gribbin-review-b71557ee144b,Six Impossible Things: The mysteries of the subatomic universe by John Gribbin — Review,,1065.jpg,76,1,3,The Startup,2019-10-14
1066,https://medium.com/swlh/paneras-3-missed-brand-opportunities-ef88bacb1ea8,Panera’s 3 Missed Brand Opportunities,,1066.jpeg,82,0,4,The Startup,2019-10-14
1067,https://medium.com/swlh/why-you-should-not-be-embarrassed-for-crying-at-work-8357e19c5d73,"<strong class=""markup--strong markup--h3-strong"">Why You Should Not Be Ashamed of Crying at Work</strong>",It’s time to get rational about emotions in the…,1067.jpg,772,6,3,The Startup,2019-10-14
1068,https://medium.com/swlh/the-year-of-raking-dangerously-e268806a24df,The Year of Raking Dangerously,,1068.jpeg,86,0,5,The Startup,2019-10-14
1069,https://medium.com/swlh/the-top-5-ways-to-optimize-the-talent-pipeline-in-your-organization-62d89db69419,The Top 5 Ways To Optimize The Talent Pipeline In Your Organization,,1069.jpeg,60,0,7,The Startup,2019-10-14
1070,https://medium.com/swlh/how-to-be-more-productive-with-your-free-time-3b1474ba1df8,"<strong class=""markup--strong markup--h3-strong"">How to Be More Productive with Your Free Time</strong>",,,74,0,7,The Startup,2019-10-14
1071,https://medium.com/swlh/making-room-to-breathe-124ec6c1356b,Making Room to Breathe,reflections after my first Seventh Week Sabbatical,1071.jpeg,55,0,6,The Startup,2019-10-14
1072,https://medium.com/swlh/shane-dawson-logan-jake-paul-demonetization-youtube-rewind-controversy-will-smith-fouseytube-tanacon-76d8eb8884c9,Between Earnest and Jest: A Fight Over YouTube’s Identity,A lifelong dispute over the platform’s…,1072.png,106,0,5,The Startup,2019-10-14
1073,https://medium.com/swlh/how-to-tell-if-youre-overthinking-a-decision-5daafa28cf6d,How to Tell If You’re Overthinking a Decision,Two simple questions to ask yourself,1073.jpeg,139,1,4,The Startup,2019-10-14
1074,https://medium.com/swlh/dont-just-tell-me-show-me-f878318ad779,"Don’t Just Tell Me, Show Me",This startup technique will serve you well at any stage,1074.jpg,51,0,6,The Startup,2019-10-14
1075,https://medium.com/swlh/crawling-out-of-trauma-2e1788719936,Crawling out of Trauma,,1075.jpeg,99,0,4,The Startup,2019-10-14
1076,https://medium.com/swlh/your-journal-is-the-most-useful-tool-you-can-bring-into-2020-heres-why-685c24c5b342,Your Journal Is The Most Useful Tool You Can Carry Into 2020. Here’s Why,,1076.jpg,111,2,4,The Startup,2019-10-14
1077,https://medium.com/swlh/how-small-gigs-lead-to-big-success-ca6868315ad7,How Small Gigs Lead To Big Success,Say yes to small gigs.,1077.jpg,146,1,4,The Startup,2019-10-14
1078,https://medium.com/swlh/isnt-woodworking-a-lot-like-life-157ba2a5a7f2,Isn’t Woodworking a lot like life?,,1078.jpeg,143,0,4,The Startup,2019-10-14
1079,https://medium.com/swlh/understanding-logical-operators-in-python-71a98a8e5f4f,Understanding Logical Operators in Python,,1079.png,51,0,5,The Startup,2019-10-14
1080,https://medium.com/swlh/how-to-write-a-knock-out-interview-request-626dd3af62e2,How to Write a Knock-Out Interview Request,,1080.jpg,78,0,7,The Startup,2019-10-14
1081,https://medium.com/swlh/i-bought-my-son-a-dollhouse-aca7ee03be06,I Bought My Son a Dollhouse,"No, I’m not worried about “how he’ll turn out.”",1081.jpg,342,5,4,The Startup,2019-10-14
1082,https://medium.com/swlh/the-counter-intuitive-perils-and-promises-of-the-digital-world-acabf3bd92a7,The Counter-Intuitive Perils and Promises of the Digital World,"Men, Women, Children… every bright…",1082.jpeg,264,1,8,The Startup,2019-10-14
1083,https://medium.com/swlh/an-apple-a-day-and-other-lies-5bf00771099,An Apple a Day and Other Lies,Adage Assessments For Modern Times,1083.jpeg,62,0,5,The Startup,2019-10-14
1084,https://medium.com/swlh/be-there-for-the-people-you-care-about-9cad7df85dd0,Be There For the People You Care About,,1084.jpeg,123,1,5,The Startup,2019-10-14
1085,https://medium.com/swlh/entrepreneurs-guide-to-greater-productivity-and-effectiveness-60540857d9e2,Entrepreneur’s Guide to Greater Productivity and Effectiveness,Get the results you need faster…,1085.jpg,84,0,13,The Startup,2019-10-14
1086,https://medium.com/swlh/what-happens-when-you-start-doing-business-f77cd1896006,What happens when you start doing business.,How I failed with my first company.,1086.jpg,54,0,4,The Startup,2019-10-14
1087,https://medium.com/swlh/how-to-get-in-harmony-with-your-life-d045c4edd05e,How to Get In Harmony With Your Life,Life will beat us down if we let it …,1087.jpg,258,2,5,The Startup,2019-10-14
1088,https://medium.com/swlh/how-to-create-your-masterpiece-in-a-coffee-shop-681a7c8ee338,How to create your masterpiece in a coffee shop,,1088.png,161,1,5,The Startup,2019-10-14
1089,https://medium.com/swlh/how-to-create-a-work-environment-where-problem-solving-thrives-88745dc2d688,How to Create a Work Environment Where Problem-Solving Thrives,Create An Environment That Allows For…,1089.jpeg,112,0,3,The Startup,2019-10-14
1090,https://medium.com/swlh/practical-tips-for-writing-awesome-dialogue-for-beginners-f52e502d1693,Practical Tips for Writing Awesome Dialogue: For Beginners,,1090.jpeg,254,2,4,The Startup,2019-10-14
1091,https://medium.com/swlh/how-to-deal-with-a-freelancing-slump-9a69cedb5c11,How to Deal with a Freelancing Slump,Say no to panic and yes to action,1091.jpg,73,1,4,The Startup,2019-10-14
1092,https://medium.com/swlh/be-more-resilient-8dd469ae1690,Be more resilient,"Don’t just bounce, bounce with purpose",1092.jpeg,112,0,5,The Startup,2019-10-14
1093,https://medium.com/swlh/the-rose-doesnt-bloom-all-year-unless-it-s-plastic-fe5923358f72,"<strong class=""markup--strong markup--h3-strong"">The Rose Doesn’t Bloom All Year, Unless it’s plastic</strong>",Rest is as important as hard work,1093.jpg,244,2,4,The Startup,2019-10-14
1094,https://medium.com/swlh/why-jargon-is-shoo-ing-away-your-customers-7d13503d4d86,Why jargon is shoo-ing away your customers,And how to captivate them instead,1094.png,92,0,7,The Startup,2019-10-14
1095,https://medium.com/swlh/4-reasons-you-should-be-sending-your-clients-welcome-letters-6971496bcf8e,4 Reasons You Should Be Sending Your Clients Welcome Letters,,1095.jpeg,57,0,3,The Startup,2019-10-14
1096,https://medium.com/swlh/you-have-to-practice-to-succeed-at-anything-6c71ff72853c,You Have to Practice to Succeed at Anything,,1096.jpeg,193,1,5,The Startup,2019-10-14
1097,https://medium.com/swlh/its-ok-to-feel-guilty-about-spending-money-55fe42ec7e80,It’s OK to Feel Guilty About Spending Money,What if feeling guilty about spending money wasn’t a bad…,1097.jpg,384,0,7,The Startup,2019-10-14
1098,https://medium.com/swlh/you-have-to-get-good-at-ceding-control-not-taking-things-personally-ce80ecc035c8,You have to get good at ceding control & not taking things personally!,,1098.jpg,53,0,3,The Startup,2019-10-14
1099,https://medium.com/swlh/how-quantum-computing-could-play-a-critical-role-in-transforming-drug-development-757358635b8e,How Quantum Computing Could Play a Critical Role in Transforming Drug Development,,1099.jpeg,1,0,6,The Startup,2019-10-14
1100,https://medium.com/swlh/certainly-uncertain-1febd4135c6d,Certainly Uncertain,,1100.jpeg,148,0,2,The Startup,2019-10-14
